Values are : [8, 8, 8, 8, 8, 8, 8, 1, 1, -300, 1, 1, 1, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 1, -300, 1, 1, 1, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 1, -300, 1, 1, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 1, -300, 1, 1, 8, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 1, -300, 1, 8, 1, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 1, -300, 1, 8, 1, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 1, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 1, -300, 1, 8, 8, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 1, -300, 8, 1, 1, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 1, -300, 8, 1, 1, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 1, -300, 8, 1, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 1, -300, 8, 1, 8, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 1, -300, 8, 8, 1, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 1, -300, 8, 8, 1, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 1, -300, 8, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 1, -300, 8, 8, 8, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 8, -300, 1, 1, 1, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 8, -300, 1, 1, 1, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 8, -300, 1, 1, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 8, -300, 1, 1, 8, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 8, -300, 1, 8, 1, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 8, -300, 1, 8, 1, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 8, -300, 1, 8, 8, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 8, -300, 8, 1, 1, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 8, -300, 8, 1, 1, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 8, -300, 8, 1, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 8, -300, 8, 1, 8, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 8, -300, 8, 8, 1, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 8, -300, 8, 8, 1, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 8, -300, 8, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 1, 8, -300, 8, 8, 8, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 1, -300, 1, 1, 1, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 1, -300, 1, 1, 1, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 1, -300, 1, 8, 8, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 1, -300, 8, 1, 1, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 1, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 1, 8, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 1, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 1, 8]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
Values are : [8, 8, 8, 8, 8, 8, 8, 8, 8, -300, 1, 8, 8, 1]
